feature,mean_abs_shap
Prev Squad Value,0.2908162288014024
Prev Goals For,0.17082146765092113
Prev Expenditure,0.15419388848457205
Prev Goals Against,0.14052798543877043
Prev Expenditure_missing,0.10031140880744155
Prev Avg. Squad Age,0.07321927865662604
Prev Points,0.05138566723968454
Prev Income_missing,0.028317547047035957
Prev Income,0.02472030659867371
