feature,mean_abs_shap
Prev Squad Value,0.2908158050651924
Prev Goals For,0.17069997222929356
Prev Expenditure,0.15418354635903603
Prev Goals Against,0.14049201071604375
Prev Expenditure_missing,0.10029279991300961
Prev Avg. Squad Age,0.07321173670644894
Prev Points,0.05127643439374007
Prev Income_missing,0.028287840495426236
Prev Income,0.02470628815434296
