feature,mean_abs_shap
Prev Points,0.3499057718424408
Prev Squad Value,0.17347302859307637
Prev Goals For,0.08641458556947988
Prev Goals Against,0.048589625337027875
Prev Expenditure,0.01514083201781937
Prev Avg. Squad Age,0.0
Prev Income,0.0
Prev Expenditure_missing,0.0
Prev Income_missing,0.0
