Feature,Coefficient,AbsCoefficient
Prev Points,0.41024929076953814,0.41024929076953814
Prev Squad Value,0.2206029884382419,0.2206029884382419
Prev Goals For,0.09133089270722353,0.09133089270722353
Prev Goals Against,-0.07601269692521444,0.07601269692521444
Prev Expenditure,0.0251094614642075,0.0251094614642075
Prev Avg. Squad Age,0.0,0.0
Prev Income,0.0,0.0
Prev Expenditure_missing,0.0,0.0
Prev Income_missing,0.0,0.0
