Feature,Coefficient,AbsCoefficient
Prev Points,0.3603232699695812,0.3603232699695812
Prev Squad Value,0.2404752215055703,0.2404752215055703
Prev Goals For,0.14365628624381796,0.14365628624381796
Prev Goals Against,-0.08506459212526375,0.08506459212526375
Prev Income,0.057182585884678276,0.057182585884678276
Prev Expenditure_missing,-0.021592230390064398,0.021592230390064398
Prev Avg. Squad Age,-0.020690518985225805,0.020690518985225805
Prev Expenditure,0.017748899649037243,0.017748899649037243
Prev Income_missing,-0.0,0.0
