season,holdout_rows,rmse,mae,r2,mape_pct,bias_mean_error,prediction_interval_coverage
2023/24,151,13.943825798596533,10.686437421792869,0.4023434434004367,22.552918172740792,-0.6870173658410501,0.9668874172185431
2024/25,150,13.493192200728878,10.434378868456514,0.3630745784091428,21.41629768768518,-0.9387602518817196,0.98
