feature,mean_abs_shap
Prev Squad Value,0.23532387588972287
Prev Goals Against,0.23180928574144297
Prev Expenditure,0.2081526349009078
Prev Goals For,0.09133469409232836
Prev Expenditure_missing,0.07252379687989874
Prev Avg. Squad Age,0.056755358986931445
Prev Income,0.05178156295810028
Prev Points,0.04046872197614336
Prev Income_missing,0.027089388761610884
