Feature,Coefficient,AbsCoefficient
Prev Goals For,0.29907152952762195,0.29907152952762195
Prev Squad Value,0.2539902143208628,0.2539902143208628
Prev Goals Against,-0.16355858873137408,0.16355858873137408
Prev Income,-0.16189841715316117,0.16189841715316117
Prev Expenditure,0.15785964680109138,0.15785964680109138
Prev Avg. Squad Age,-0.09218768195066376,0.09218768195066376
Prev Income_missing,0.04286432881151116,0.04286432881151116
Prev Points,-0.028365981972001283,0.028365981972001283
Prev Expenditure_missing,0.015088534388239396,0.015088534388239396
