Feature,Coefficient,AbsCoefficient
Prev Points,0.3581410388386452,0.3581410388386452
Prev Squad Value,0.24158947858841626,0.24158947858841626
Prev Goals For,0.14392721155547317,0.14392721155547317
Prev Goals Against,-0.08413019361278416,0.08413019361278416
Prev Income,0.056004582075676684,0.056004582075676684
Prev Expenditure_missing,-0.019267086607008457,0.019267086607008457
Prev Avg. Squad Age,-0.01847156205326578,0.01847156205326578
Prev Expenditure,0.017067628574712584,0.017067628574712584
Prev Income_missing,-0.0,0.0
