feature,mean_abs_shap
Prev Goals For,0.4948732657397935
Prev Goals Against,0.47801430537760603
Prev Points,0.34958676491767127
Prev Squad Value,0.16347150387976112
Prev Income,0.08972982444901037
Prev Income_missing,0.0788463154135436
Prev Avg. Squad Age,0.028275285686594258
Prev Expenditure_missing,0.0028380381330752593
Prev Expenditure,0.0007051775377737235
