Feature,Coefficient,AbsCoefficient
Prev Goals For,0.5390439472163302,0.5390439472163302
Prev Goals Against,-0.47117123893475066,0.47117123893475066
Prev Points,-0.3192427768660269,0.3192427768660269
Prev Squad Value,0.20664976705976718,0.20664976705976718
Prev Income,0.10947699609403873,0.10947699609403873
Prev Income_missing,-0.08884408834033798,0.08884408834033798
Prev Avg. Squad Age,0.026292176814928684,0.026292176814928684
Prev Expenditure_missing,-0.01766666257269661,0.01766666257269661
Prev Expenditure,0.0006354811341742244,0.0006354811341742244
