feature,mean_abs_shap
Prev Squad Value,0.23531680820563308
Prev Goals Against,0.23176429647089125
Prev Expenditure,0.20814888583034213
Prev Goals For,0.09128899473390853
Prev Expenditure_missing,0.07252394126737838
Prev Avg. Squad Age,0.05675003524169462
Prev Income,0.05178106233954148
Prev Points,0.04039972229024326
Prev Income_missing,0.02708449557497867
