feature,mean_abs_shap
Prev Goals Against,0.34616023325304796
Prev Goals For,0.3309049221430791
Prev Squad Value,0.31839176554172954
Prev Points,0.15739632683362834
Prev Expenditure,0.04023157031746529
Prev Avg. Squad Age,0.03007160531335651
Prev Income,0.019288359993608895
Prev Expenditure_missing,0.014134518499357216
Prev Income_missing,0.0
