model_name,mode,predictor_timing,holdout_season,overall_rmse,overall_mae,overall_r2,overall_prediction_interval_coverage,mean_league_rmse,mean_league_mae,mean_league_r2,mean_league_prediction_interval_coverage,num_leagues_with_holdout,divergences,max_rhat,well_converged
student_t_varying_slopes,development,previous_season,2024/25,13.665074939065986,11.025593924552673,0.29583482618810164,0.9411764705882353,13.436140923617081,10.883991551599046,0.25391169996791907,0.9430921052631579,4,0,1.0043243799349288,True
normal_varying_slopes,development,previous_season,2024/25,13.673916157443928,11.021612930514378,0.29492335046022566,0.9411764705882353,13.453559201840907,10.884649263647672,0.25179110030999374,0.9430921052631579,4,0,1.0039382747773977,True
