feature,mean_abs_shap
Prev Goals Against,0.20114439112789861
Prev Goals For,0.07426219989351797
Prev Expenditure,0.07109963808279732
Prev Squad Value,0.008040664447005531
Prev Expenditure_missing,0.000984983653098035
Prev Avg. Squad Age,0.0
Prev Income,0.0
Prev Points,0.0
Prev Income_missing,0.0
