feature,mean_abs_shap
Prev Squad Value,0.21523423780821435
Prev Expenditure,0.17272158071052343
Prev Goals For,0.16705086136297417
Prev Income,0.1381287964127166
Prev Goals Against,0.09680169203275009
Prev Avg. Squad Age,0.07270715882636787
Prev Income_missing,0.023510392257449157
Prev Points,0.0180704773702657
Prev Expenditure_missing,0.004467628328239272
