feature,mean_abs_shap
Prev Goals Against,0.35140062608313144
Prev Goals For,0.3379557865282335
Prev Squad Value,0.3173527240940901
Prev Points,0.16752924406502362
Prev Expenditure,0.04017244253459142
Prev Avg. Squad Age,0.030869275787370934
Prev Income,0.01949897112115982
Prev Expenditure_missing,0.014110379447833653
Prev Income_missing,0.0003937510459622234
